,circuito,urna,pp1,pp2,pp3,pp4,nv
2452,0067,20,65,52,52,65,66
2453,0067,21,64,63,58,51,64
2454,0067,22,73,55,57,60,55
2455,0067,23,72,53,56,63,56
2456,0067,24,78,54,53,50,65
2457,0067,25,75,53,53,58,61
2458,0067,26,62,46,62,65,65
2459,0067,27,60,57,65,51,67
2460,0067,28,50,58,64,62,66
2461,0067,29,67,68,54,51,60
2462,0067,30,65,54,63,53,65
2463,0067,31,78,48,51,54,69
2464,0067,32,68,63,59,52,58
2465,0067,33,59,64,56,66,55
2466,0067,34,83,53,53,53,58
2467,0067,35,60,52,67,64,57
2468,0067,36,56,58,62,53,71
2469,0067,37,66,53,60,69,52
2470,0067,38,63,46,46,78,67
2471,0067,39,72,58,42,64,64
2472,0067,40,76,50,63,57,54
2473,0067,41,57,42,74,64,63
2474,0067,42,78,57,58,53,54
2475,0067,43,65,63,60,55,57
2476,0067,44,55,56,69,61,59
2477,0067,45,59,51,69,62,59
2478,0067,46,59,61,55,68,57
2479,0067,47,75,47,52,71,55
2480,0067,48,64,48,57,75,56
2481,0067,49,64,50,63,66,57
2482,0067,50,68,67,73,50,42
2483,0067,51,53,53,71,56,67
2484,0067,52,57,55,48,68,72
2485,0067,53,63,62,59,60,56
2486,0067,54,69,48,64,44,75
2487,0067,55,67,55,59,60,59
2488,0067,56,76,47,69,46,62
2489,0067,57,71,62,62,59,46
2490,0067,58,59,55,54,58,74
2491,0067,59,56,67,55,50,72
2492,0067,60,57,49,54,71,69
2493,0067,61,58,56,57,72,57
2494,0067,62,55,54,70,60,61
2495,0067,63,14,17,8,8,7
2496,0068,0,60,49,59,69,63
2497,0068,1,60,46,69,68,57
2498,0068,2,54,51,66,73,56
2499,0068,3,65,42,69,60,64
2500,0068,4,58,45,73,71,53
2501,0068,5,57,41,68,67,67
2502,0068,6,56,48,69,60,67
2503,0068,7,57,53,74,63,53
2504,0068,8,59,47,73,63,58
2505,0068,9,74,48,69,58,51
2506,0068,10,69,40,77,60,54
2507,0068,11,60,48,69,70,53
2508,0068,12,45,56,72,64,63
2509,0068,13,72,48,66,51,63
2510,0068,14,54,60,67,49,70
2511,0068,15,52,48,82,57,61
2512,0068,16,50,47,73,77,53
2513,0068,17,59,47,65,68,61
2514,0068,18,64,59,72,59,46
2515,0068,19,48,52,77,59,64
2516,0068,20,67,57,69,61,46
2517,0068,21,62,51,68,51,68
2518,0068,22,53,49,83,63,52
2519,0068,23,60,46,76,65,53
2520,0068,24,59,46,69,62,64
2521,0068,25,57,51,71,62,59
2522,0068,26,55,51,73,59,62
2523,0068,27,64,57,64,58,57
2524,0068,28,56,42,71,71,60
2525,0068,29,53,38,82,67,60
2526,0068,30,63,37,69,66,65
2527,0068,31,51,47,68,66,68
2528,0068,32,68,41,62,76,53
2529,0068,33,51,48,76,63,62
2530,0068,34,63,43,70,67,57
2531,0068,35,60,39,70,66,65
2532,0068,36,59,47,71,64,59
2533,0068,37,58,49,62,71,60
2534,0068,38,50,50,80,67,53
2535,0068,39,59,57,65,67,52
2536,0068,40,49,45,63,73,70
2537,0068,41,60,60,60,63,57
2538,0068,42,60,65,71,53,51
2539,0068,43,46,57,69,60,68
2540,0068,44,56,51,70,75,48
2541,0068,45,69,44,59,71,57
2542,0068,46,50,41,61,80,68
2543,0068,47,61,54,67,59,59
2544,0068,48,52,44,74,70,60
2545,0068,49,59,36,60,75,70
2546,0068,50,54,38,76,60,72
2547,0068,51,56,61,77,48,58
2548,0068,52,56,54,65,64,61
2549,0068,53,47,56,83,69,45
2550,0068,54,57,52,73,59,59
2551,0068,55,58,50,75,76,41
2552,0068,56,61,45,71,60,63
2553,0068,57,59,42,75,57,67
2554,0068,58,65,46,67,63,59
2555,0068,59,54,43,74,57,72
2556,0068,60,7,6,11,5,8
2557,0069,0,53,35,72,75,65
2558,0069,1,50,43,77,71,59
2559,0069,2,57,49,75,72,47
2560,0069,3,63,43,72,73,49
2561,0069,4,45,47,80,68,60
2562,0069,5,57,36,65,74,68
2563,0069,6,44,44,77,73,62
2564,0069,7,45,49,73,72,61
2565,0069,8,44,43,69,76,68
2566,0069,9,39,47,60,94,60
2567,0069,10,56,41,73,74,56
2568,0069,11,57,53,74,60,56
2569,0069,12,65,39,66,75,55
2570,0069,13,46,48,74,60,72
2571,0069,14,47,38,80,56,79
2572,0069,15,44,54,84,69,49
2573,0069,16,52,59,54,81,54
2574,0069,17,50,57,70,61,62
2575,0069,18,45,47,88,70,50
2576,0069,19,56,50,69,59,66
2577,0069,20,50,59,73,71,47
2578,0069,21,65,59,58,64,54
2579,0069,22,45,50,73,66,66
2580,0069,23,69,46,69,65,51
2581,0069,24,60,43,73,69,55
2582,0069,25,63,45,64,72,56
2583,0069,26,61,46,67,64,62
2584,0069,27,50,42,92,59,57
2585,0069,28,51,53,71,68,57
2586,0069,29,38,43,74,87,58
2587,0069,30,45,51,76,80,48
2588,0069,31,52,40,80,64,64
2589,0069,32,53,50,84,55,58
2590,0069,33,55,56,73,77,39
2591,0069,34,53,51,66,69,61
2592,0069,35,58,47,73,61,61
2593,0069,36,48,51,68,75,58
2594,0069,37,49,63,82,60,46
2595,0069,38,49,39,83,58,71
2596,0069,39,36,51,74,63,76
2597,0069,40,47,45,74,62,72
2598,0069,41,66,49,70,63,52
2599,0069,42,50,52,66,67,65
2600,0069,43,63,36,74,75,52
2601,0069,44,44,48,81,71,56
2602,0069,45,52,45,79,67,57
2603,0069,46,68,56,73,55,48
2604,0069,47,47,51,63,76,63
2605,0069,48,47,43,73,76,61
2606,0069,49,49,61,66,61,63
2607,0069,50,64,44,60,85,47
2608,0069,51,54,39,77,78,52
2609,0069,52,62,43,70,65,60
2610,0069,53,46,52,76,65,61
2611,0069,54,60,38,61,77,64
2612,0069,55,51,54,61,67,67
2613,0069,56,58,42,69,82,49
2614,0069,57,42,51,71,79,57
2615,0069,58,43,52,79,77,49
2616,0069,59,62,46,80,53,59
2617,0069,60,53,38,62,77,70
2618,0069,61,41,56,74,64,65
2619,0069,62,55,46,58,75,66
2620,0069,63,51,65,67,64,53
2621,0069,64,54,47,78,75,46
2622,0069,65,70,40,63,77,50
2623,0069,66,47,46,73,80,54
2624,0069,67,51,44,66,82,57
2625,0069,68,52,42,67,96,43
2626,0069,69,50,37,68,74,71
2627,0069,70,69,39,70,66,56
2628,0069,71,56,46,65,68,65
2629,0069,72,68,32,77,66,57
2630,0069,73,54,52,67,70,57
2631,0069,74,47,28,74,89,62
2632,0069,75,61,60,67,57,55
2633,0069,76,65,37,56,80,62
2634,0069,77,71,41,68,71,49
2635,0069,78,50,48,58,81,63
2636,0069,79,56,53,70,69,52
2637,0069,80,34,44,81,81,60
2638,0069,81,59,41,67,79,54
2639,0069,82,45,42,69,78,66
2640,0069,83,60,48,76,71,45
2641,0069,84,56,43,78,57,66
2642,0069,85,71,46,69,62,52
2643,0069,86,59,42,69,64,66
2644,0069,87,43,36,83,90,48
2645,0069,88,11,15,19,19,22
2646,0070,0,48,40,80,68,64
2647,0070,1,58,43,78,59,62
2648,0070,2,58,36,73,60,73
2649,0070,3,61,46,70,59,64
2650,0070,4,49,37,81,69,64
2651,0070,5,63,38,77,52,70
2652,0070,6,61,39,53,76,71
2653,0070,7,53,42,82,76,47
2654,0070,8,57,46,69,68,60
2655,0070,9,47,41,72,72,68
2656,0070,10,58,39,70,63,70
2657,0070,11,53,42,73,67,65
2658,0070,12,62,50,72,62,54
2659,0070,13,55,45,70,67,63
2660,0070,14,47,45,83,79,46
2661,0070,15,62,37,74,64,63
2662,0070,16,60,49,78,56,57
2663,0070,17,55,48,63,78,56
2664,0070,18,49,54,82,60,55
2665,0070,19,73,35,56,61,75
2666,0070,20,66,34,81,64,55
2667,0070,21,59,45,73,63,60
2668,0070,22,52,44,74,62,68
2669,0070,23,54,48,68,70,60
2670,0070,24,55,45,80,63,57
2671,0070,25,55,50,74,62,59
2672,0070,26,55,58,68,58,61
2673,0070,27,52,42,76,61,69
2674,0070,28,55,34,85,53,73
2675,0070,29,64,39,67,67,63
2676,0070,30,57,39,84,63,57
2677,0070,31,54,47,82,58,59
2678,0070,32,63,38,72,64,63
2679,0070,33,58,50,73,69,50
2680,0070,34,55,48,73,65,59
2681,0070,35,66,42,75,60,57
2682,0070,36,64,35,79,54,68
2683,0070,37,58,50,63,75,54
2684,0070,38,54,38,77,62,69
2685,0070,39,52,48,87,58,55
2686,0070,40,55,39,76,75,55
2687,0070,41,52,39,82,68,59
2688,0070,42,41,57,91,64,47
2689,0070,43,59,46,73,60,62
2690,0070,44,54,51,67,63,65
2691,0070,45,56,45,77,71,51
2692,0070,46,55,38,85,58,64
2693,0070,47,48,42,78,63,69
2694,0070,48,46,36,81,59,78
2695,0070,49,40,55,65,73,67
2696,0070,50,60,44,76,65,55
2697,0070,51,55,47,68,74,56
2698,0070,52,59,47,64,70,60
2699,0070,53,63,41,76,59,61
2700,0070,54,42,45,97,72,44
2701,0070,55,59,50,66,66,59
2702,0070,56,56,34,78,81,51
2703,0070,57,51,55,77,63,54
2704,0070,58,57,36,66,77,64
2705,0070,59,62,44,58,76,60
2706,0070,60,52,48,71,73,56
2707,0070,61,60,48,83,52,57
2708,0070,62,61,38,71,58,72
2709,0070,63,62,35,75,76,52
2710,0070,64,73,35,66,61,65
2711,0070,65,43,40,80,65,72
2712,0070,66,60,37,56,85,62
2713,0070,67,60,45,74,61,60
2714,0070,68,60,40,61,84,55
2715,0070,69,58,40,73,63,66
2716,0070,70,72,40,66,55,67
2717,0070,71,69,30,76,64,61
2718,0070,72,46,41,75,88,50
2719,0070,73,60,42,77,63,58
2720,0070,74,60,37,70,67,66
2721,0070,75,52,38,79,74,57
2722,0070,76,18,20,20,23,19
2723,0071,0,54,45,67,73,61
2724,0071,1,54,47,76,64,59
2725,0071,2,58,49,55,80,58
2726,0071,3,50,48,75,64,63
2727,0071,4,64,50,62,69,55
2728,0071,5,55,55,73,53,64
2729,0071,6,58,57,55,73,57
2730,0071,7,64,41,65,73,57
2731,0071,8,54,51,75,59,61
2732,0071,9,55,50,67,66,62
2733,0071,10,66,46,71,57,60
2734,0071,11,54,37,67,77,65
2735,0071,12,57,66,59,67,51
2736,0071,13,63,51,56,69,61
2737,0071,14,56,52,72,62,58
2738,0071,15,50,42,80,63,65
2739,0071,16,53,56,52,74,65
2740,0071,17,57,55,67,64,57
2741,0071,18,48,58,65,64,65
2742,0071,19,55,52,71,66,56
2743,0071,20,51,47,77,64,61
2744,0071,21,67,41,71,63,58
2745,0071,22,51,44,64,71,70
2746,0071,23,49,46,64,86,55
2747,0071,24,50,55,64,70,61
2748,0071,25,55,48,62,70,65
2749,0071,26,45,43,70,78,64
2750,0071,27,66,57,56,59,62
2751,0071,28,51,53,63,81,52
2752,0071,29,57,63,62,68,50
2753,0071,30,45,56,64,86,49
2754,0071,31,51,42,61,86,60
2755,0071,32,65,54,67,65,49
2756,0071,33,49,52,76,67,56
2757,0071,34,59,49,65,70,57
2758,0071,35,51,57,62,66,64
2759,0071,36,66,43,81,58,52
2760,0071,37,71,52,70,56,51
2761,0071,38,42,48,69,69,72
2762,0071,39,60,34,73,62,71
2763,0071,40,56,49,69,78,48
2764,0071,41,52,47,59,76,66
2765,0071,42,55,50,76,66,53
2766,0071,43,45,46,71,79,59
2767,0071,44,53,35,65,80,67
2768,0071,45,63,35,64,71,67
2769,0071,46,53,49,69,76,53
2770,0071,47,50,52,58,77,63
2771,0071,48,52,38,58,82,70
2772,0071,49,54,48,75,56,67
2773,0071,50,56,49,79,59,57
2774,0071,51,50,49,65,76,60
2775,0071,52,46,48,72,75,59
2776,0071,53,48,52,69,80,51
2777,0071,54,56,39,62,72,71
2778,0071,55,57,51,64,62,66
2779,0071,56,58,50,68,63,61
2780,0071,57,51,52,66,59,72
2781,0071,58,50,49,67,65,69
2782,0071,59,61,42,66,72,59
2783,0071,60,66,46,56,70,62
2784,0071,61,47,46,62,73,72
2785,0071,62,50,48,76,67,59
2786,0071,63,56,50,63,73,58
2787,0071,64,56,45,76,68,55
2788,0071,65,52,32,66,74,76
2789,0071,66,50,55,64,63,68
2790,0071,67,54,42,71,76,57
2791,0071,68,53,44,71,69,63
2792,0071,69,60,57,55,68,60
2793,0071,70,55,43,64,75,63
2794,0071,71,62,44,49,68,77
2795,0071,72,56,56,62,68,58
2796,0071,73,63,51,61,74,51
2797,0071,74,50,58,73,72,47
2798,0071,75,61,53,73,59,54
2799,0071,76,49,44,61,88,58
2800,0071,77,60,51,62,68,59
2801,0071,78,68,46,58,71,57
2802,0071,79,66,45,58,80,51
2803,0071,80,65,52,61,61,61
2804,0071,81,60,49,64,77,50
2805,0071,82,59,38,83,68,52
2806,0071,83,66,42,55,81,56
2807,0071,84,48,48,63,70,71
2808,0071,85,55,52,60,76,57
2809,0071,86,51,41,75,67,66
2810,0071,87,47,50,76,70,57
2811,0071,88,61,58,61,62,58
2812,0071,89,60,47,64,69,60
2813,0071,90,48,61,69,63,59
2814,0071,91,55,47,63,67,68
2815,0071,92,62,51,64,60,63
2816,0071,93,34,42,75,74,75
2817,0071,94,22,7,21,25,22
2818,0072,0,49,57,64,63,67
2819,0072,1,54,46,60,81,59
2820,0072,2,49,45,74,57,75
2821,0072,3,58,44,68,65,65
2822,0072,4,53,54,66,76,51
2823,0072,5,55,47,62,69,67
2824,0072,6,53,43,70,77,57
2825,0072,7,76,54,50,57,63
2826,0072,8,59,53,65,62,61
2827,0072,9,52,53,66,61,68
2828,0072,10,52,64,54,66,64
2829,0072,11,54,52,64,62,68
2830,0072,12,59,50,66,71,54
2831,0072,13,56,48,70,64,62
2832,0072,14,56,49,65,68,62
2833,0072,15,66,53,68,70,43
2834,0072,16,74,45,62,60,59
2835,0072,17,51,64,64,50,71
2836,0072,18,52,61,62,67,58
2837,0072,19,60,42,76,64,58
2838,0072,20,68,43,63,76,50
2839,0072,21,59,46,71,68,56
2840,0072,22,60,59,80,44,57
2841,0072,23,52,42,76,68,62
2842,0072,24,55,56,55,71,63
2843,0072,25,54,62,68,52,64
2844,0072,26,46,63,56,67,68
2845,0072,27,57,42,70,63,68
2846,0072,28,56,50,60,73,61
2847,0072,29,57,42,70,69,62
2848,0072,30,55,53,66,64,62
2849,0072,31,59,48,64,68,61
2850,0072,32,55,45,72,72,56
2851,0072,33,59,37,76,67,61
2852,0072,34,62,39,66,69,64
2853,0072,35,66,43,67,70,54
2854,0072,36,45,39,75,78,63
2855,0072,37,33,35,43,38,45
2856,0073,0,64,43,76,63,54
2857,0073,1,57,50,58,67,68
2858,0073,2,59,55,63,63,60
2859,0073,3,54,43,54,79,70
2860,0073,4,52,51,75,67,55
2861,0073,5,59,45,71,72,53
2862,0073,6,57,52,80,60,51
2863,0073,7,52,55,61,68,64
2864,0073,8,38,52,66,74,70
2865,0073,9,55,44,81,69,51
2866,0073,10,51,36,92,69,52
2867,0073,11,56,48,61,63,72
2868,0073,12,55,52,75,66,52
2869,0073,13,59,46,69,68,58
2870,0073,14,52,44,76,69,59
2871,0073,15,64,44,85,58,49
2872,0073,16,58,34,69,71,68
2873,0073,17,69,49,72,62,48
2874,0073,18,49,47,74,67,63
2875,0073,19,59,43,71,66,61
2876,0073,20,46,57,76,70,51
2877,0073,21,53,46,56,75,70
2878,0073,22,58,44,72,59,67
2879,0073,23,54,47,69,59,71
2880,0073,24,51,49,77,71,52
2881,0073,25,63,39,70,75,53
2882,0073,26,50,51,59,76,64
2883,0073,27,64,49,73,65,49
2884,0073,28,57,50,61,77,55
2885,0073,29,56,36,81,73,54
2886,0073,30,60,50,59,76,55
2887,0073,31,45,57,80,69,49
2888,0073,32,56,41,73,71,59
2889,0073,33,59,44,72,60,65
2890,0073,34,51,45,77,74,53
2891,0073,35,59,48,70,71,52
2892,0073,36,53,46,60,71,70
2893,0073,37,42,50,87,70,51
2894,0073,38,58,56,54,74,58
2895,0073,39,56,55,68,67,54
2896,0073,40,49,48,83,63,57
2897,0073,41,56,46,73,71,54
2898,0073,42,46,58,62,71,63
2899,0073,43,48,40,71,69,72
2900,0073,44,56,50,69,55,70
2901,0073,45,66,40,79,55,60
2902,0073,46,63,51,76,60,50
2903,0073,47,60,43,70,60,67
2904,0073,48,56,56,66,66,56
2905,0073,49,45,61,71,66,57
2906,0073,50,70,53,57,64,56
2907,0073,51,48,33,55,69,73
2908,0074,0,52,40,86,56,66
2909,0074,1,54,52,74,59,61
2910,0074,2,57,39,87,69,48
2911,0074,3,48,46,82,64,60
2912,0074,4,50,40,84,68,58
2913,0074,5,54,60,73,58,55
2914,0074,6,50,49,82,53,66
2915,0074,7,58,40,70,74,58
2916,0074,8,54,45,74,71,56
2917,0074,9,59,48,69,69,55
2918,0074,10,59,35,82,65,59
2919,0074,11,60,37,76,70,57
2920,0074,12,59,54,63,64,60
2921,0074,13,56,51,61,74,58
2922,0074,14,59,39,79,61,62
2923,0074,15,56,60,68,57,59
2924,0074,16,57,45,82,67,49
2925,0074,17,57,51,70,65,57
2926,0074,18,61,57,68,56,58
2927,0074,19,52,38,83,63,64
2928,0074,20,50,44,78,69,59
2929,0074,21,59,48,63,77,53
2930,0074,22,55,52,70,77,46
2931,0074,23,52,51,74,56,67
2932,0074,24,61,45,80,67,47
2933,0074,25,62,46,75,55,62
2934,0074,26,47,43,83,69,58
2935,0074,27,66,36,71,72,55
2936,0074,28,69,34,75,67,55
2937,0074,29,56,45,71,71,57
2938,0074,30,63,49,59,70,59
2939,0074,31,53,48,78,69,52
2940,0074,32,56,53,68,57,66
2941,0074,33,61,43,74,63,59
2942,0074,34,41,44,89,72,54
2943,0074,35,56,45,58,75,66
2944,0074,36,54,33,68,72,73
2945,0074,37,59,40,80,61,60
2946,0074,38,49,49,67,69,66
2947,0074,39,50,41,77,70,62
2948,0074,40,51,42,76,66,65
2949,0074,41,59,47,76,63,55
2950,0074,42,55,48,70,60,67
2951,0074,43,61,46,76,54,63
2952,0074,44,45,45,72,66,72
2953,0074,45,63,46,71,59,61
2954,0074,46,53,57,66,71,53
2955,0074,47,56,44,74,64,62
2956,0074,48,60,48,66,66,60
2957,0074,49,52,32,75,70,71
2958,0074,50,50,51,69,64,66
2959,0074,51,61,42,78,58,61
2960,0074,52,64,40,75,64,57
2961,0074,53,59,52,77,59,53
2962,0074,54,63,36,74,72,55
2963,0074,55,75,46,61,71,47
2964,0074,56,72,54,74,51,49
2965,0074,57,66,36,78,66,54
2966,0074,58,58,65,68,43,66
2967,0074,59,65,58,56,62,59
2968,0074,60,52,41,82,66,59
2969,0074,61,60,54,61,71,54
2970,0074,62,51,62,71,55,61
2971,0074,63,53,43,68,80,56
2972,0074,64,50,42,76,78,54
2973,0074,65,59,49,72,55,65
2974,0074,66,62,43,70,73,52
2975,0074,67,45,44,76,66,69
2976,0074,68,25,30,35,25,32
2977,0075,0,58,92,53,47,50
2978,0075,1,64,89,48,47,52
2979,0075,2,63,93,43,38,63
2980,0075,3,55,102,58,34,51
2981,0075,4,52,93,43,52,60
2982,0075,5,58,104,37,50,51
2983,0075,6,63,92,42,43,60
2984,0075,7,66,85,46,48,55
2985,0075,8,54,85,46,57,58
2986,0075,9,63,99,42,38,58
2987,0075,10,64,103,34,52,47
2988,0075,11,69,75,47,52,57
2989,0075,12,68,90,48,32,62
2990,0075,13,70,90,34,36,70
2991,0075,14,44,104,45,41,66
2992,0075,15,49,112,52,41,46
2993,0075,16,55,78,55,54,58
2994,0075,17,55,77,49,50,69
2995,0075,18,55,97,47,35,66
2996,0075,19,61,89,47,51,52
2997,0075,20,70,66,46,60,58
2998,0075,21,82,73,38,44,63
2999,0075,22,51,100,35,54,60
3000,0075,23,55,102,43,39,61
3001,0075,24,65,104,28,39,64
3002,0075,25,50,85,47,40,78
3003,0075,26,58,107,36,43,56
3004,0075,27,65,79,58,45,53
3005,0075,28,54,101,41,53,51
3006,0075,29,59,85,50,42,64
3007,0075,30,66,85,46,30,73
3008,0075,31,35,59,29,16,30
3009,0076,0,62,117,29,19,73
3010,0076,1,51,123,27,28,71
3011,0076,2,56,119,33,31,61
3012,0076,3,45,139,24,26,66
3013,0076,4,55,134,20,20,71
3014,0076,5,62,114,25,36,63
3015,0076,6,66,121,27,30,56
3016,0076,7,69,120,24,24,63
3017,0076,8,57,119,30,27,67
3018,0076,9,56,127,24,33,60
3019,0076,10,52,138,29,33,48
3020,0076,11,67,130,18,32,53
3021,0076,12,63,124,27,29,57
3022,0076,13,41,140,20,36,63
3023,0076,14,77,116,23,32,52
3024,0076,15,58,119,25,35,63
3025,0076,16,62,145,16,19,58
3026,0076,17,58,115,23,40,64
3027,0076,18,54,130,29,29,58
3028,0076,19,63,120,28,35,54
3029,0076,20,55,136,25,23,61
3030,0076,21,71,117,31,30,51
3031,0076,22,48,133,27,43,49
3032,0076,23,63,107,26,29,75
3033,0076,24,57,126,35,26,56
3034,0076,25,60,119,32,26,63
3035,0076,26,66,129,19,26,60
3036,0076,27,50,126,26,30,68
3037,0076,28,54,133,32,21,60
3038,0076,29,57,133,20,25,65
3039,0076,30,57,125,27,38,53
3040,0076,31,67,129,30,23,51
3041,0076,32,59,127,25,33,56
3042,0076,33,50,119,32,32,67
3043,0076,34,61,123,28,28,60
3044,0076,35,60,114,24,30,72
3045,0076,36,56,110,25,43,66
3046,0076,37,54,122,23,34,67
3047,0076,38,51,119,33,35,62
3048,0076,39,52,128,33,32,55
3049,0076,40,49,126,27,28,70
3050,0076,41,51,140,23,30,56
3051,0076,42,64,125,28,26,57
3052,0076,43,46,129,32,32,61
3053,0076,44,54,129,28,28,61
3054,0076,45,15,39,7,9,28
3055,0077,0,47,119,27,37,70
3056,0077,1,66,118,30,35,51
3057,0077,2,55,114,33,41,57
3058,0077,3,51,117,37,33,62
3059,0077,4,51,132,22,35,60
3060,0077,5,72,114,29,30,55
3061,0077,6,55,121,22,32,70
3062,0077,7,44,137,22,36,61
3063,0077,8,70,115,28,35,52
3064,0077,9,60,114,34,32,60
3065,0077,10,55,125,29,24,67
3066,0077,11,67,111,24,31,67
3067,0077,12,53,116,29,44,58
3068,0077,13,73,115,28,32,52
3069,0077,14,70,122,25,28,55
3070,0077,15,50,142,27,30,51
3071,0077,16,58,130,25,32,55
3072,0077,17,68,117,31,26,58
3073,0077,18,53,130,28,26,63
3074,0077,19,54,125,31,39,51
3075,0077,20,51,129,19,47,54
3076,0077,21,59,122,23,31,65
3077,0077,22,43,105,32,45,75
3078,0077,23,48,111,28,44,69
3079,0077,24,55,125,31,35,54
3080,0077,25,56,119,35,34,56
3081,0077,26,63,115,22,36,64
3082,0077,27,63,120,35,24,58
3083,0077,28,56,124,27,33,60
3084,0077,29,61,123,28,30,58
3085,0077,30,59,112,30,24,75
3086,0077,31,58,118,35,38,51
3087,0077,32,72,106,32,25,65
3088,0077,33,63,123,28,36,50
3089,0077,34,62,118,22,38,60
3090,0077,35,62,122,35,30,51
3091,0077,36,51,114,22,28,40
3092,0078,0,57,116,35,31,61
3093,0078,1,61,113,32,32,62
3094,0078,2,55,107,37,53,48
3095,0078,3,57,95,30,48,70
3096,0078,4,62,111,26,33,68
3097,0078,5,68,99,31,45,57
3098,0078,6,64,113,26,41,56
3099,0078,7,56,89,48,38,69
3100,0078,8,62,114,37,32,55
3101,0078,9,47,100,50,39,64
3102,0078,10,64,98,39,32,67
3103,0078,11,54,93,40,48,65
3104,0078,12,62,90,41,39,68
3105,0078,13,62,93,47,48,50
3106,0078,14,61,100,40,47,52
3107,0078,15,46,122,28,41,63
3108,0078,16,52,109,41,45,53
3109,0078,17,52,110,35,41,62
3110,0078,18,53,99,42,38,68
3111,0078,19,63,89,37,38,73
3112,0078,20,70,83,36,38,73
3113,0078,21,61,102,33,44,60
3114,0078,22,48,121,34,33,64
3115,0078,23,41,103,34,43,79
3116,0078,24,54,120,45,36,45
3117,0078,25,50,107,24,46,73
3118,0078,26,72,111,31,34,52
3119,0078,27,59,109,40,32,60
3120,0078,28,60,89,47,40,64
3121,0078,29,53,115,32,38,62
3122,0078,30,60,81,45,33,81
3123,0078,31,52,119,37,43,49
3124,0078,32,60,113,32,41,54
3125,0078,33,62,107,32,37,62
3126,0078,34,53,97,40,37,60
3127,0079,0,58,45,62,76,59
3128,0079,1,44,58,75,64,59
3129,0079,2,66,40,64,62,68
3130,0079,3,62,51,72,53,62
3131,0079,4,56,54,64,64,62
3132,0079,5,56,53,71,67,53
3133,0079,6,62,54,65,71,48
3134,0079,7,42,47,92,57,62
3135,0079,8,67,38,71,52,72
3136,0079,9,68,45,66,69,52
3137,0079,10,55,47,72,65,61
3138,0079,11,69,57,75,46,53
3139,0079,12,64,48,68,62,58
3140,0079,13,59,46,62,70,63
3141,0079,14,75,42,76,54,53
3142,0079,15,55,59,54,71,61
3143,0079,16,63,39,74,62,62
3144,0079,17,72,55,66,54,53
3145,0079,18,64,44,77,60,55
3146,0079,19,52,57,82,53,56
3147,0079,20,59,55,66,66,54
3148,0079,21,51,64,59,62,64
3149,0079,22,48,44,76,63,69
3150,0079,23,59,53,71,58,59
3151,0079,24,60,48,69,57,66
3152,0079,25,63,52,57,61,67
3153,0079,26,51,47,75,76,51
3154,0079,27,61,47,71,56,65
3155,0079,28,53,59,63,62,63
3156,0079,29,54,52,65,63,66
3157,0079,30,60,37,74,63,66
3158,0079,31,63,51,75,54,57
3159,0079,32,71,38,69,65,57
3160,0079,33,61,43,65,76,55
3161,0079,34,61,53,63,69,54
3162,0079,35,62,58,57,60,63
3163,0079,36,59,51,56,72,62
3164,0079,37,59,50,61,64,66
3165,0079,38,62,36,83,64,55
3166,0079,39,57,53,68,57,65
3167,0079,40,59,50,75,59,57
3168,0079,41,63,57,76,48,56
3169,0079,42,52,43,61,79,65
3170,0079,43,60,39,72,64,65
3171,0079,44,58,48,73,56,65
3172,0079,45,67,44,67,64,58
3173,0079,46,10,7,14,16,13
3174,0080,0,74,45,65,66,50
3175,0080,1,61,45,55,67,72
3176,0080,2,58,46,69,60,67
3177,0080,3,47,62,66,61,64
3178,0080,4,57,38,74,62,69
3179,0080,5,49,51,65,66,69
3180,0080,6,60,51,63,79,47
3181,0080,7,57,57,70,50,66
3182,0080,8,54,61,53,75,57
3183,0080,9,53,40,70,66,71
3184,0080,10,56,43,77,60,64
3185,0080,11,55,40,74,71,60
3186,0080,12,58,43,71,67,61
3187,0080,13,60,39,76,65,60
3188,0080,14,66,51,69,58,56
3189,0080,15,56,47,63,61,73
3190,0080,16,51,49,72,75,53
3191,0080,17,69,31,58,65,77
3192,0080,18,59,44,75,68,54
3193,0080,19,66,53,55,62,64
3194,0080,20,61,55,68,61,55
3195,0080,21,57,36,58,80,69
3196,0080,22,60,52,55,61,72
3197,0080,23,57,56,66,59,62
3198,0080,24,53,57,75,61,54
3199,0080,25,67,39,68,70,56
3200,0080,26,72,46,58,58,66
3201,0080,27,73,47,61,68,51
3202,0080,28,53,55,63,68,61
3203,0080,29,59,39,74,70,58
3204,0080,30,54,52,78,64,52
3205,0080,31,63,54,60,68,55
3206,0080,32,63,55,66,64,52
3207,0080,33,64,53,68,63,52
3208,0080,34,54,52,77,63,54
3209,0080,35,57,38,69,61,75
3210,0080,36,53,46,71,62,68
3211,0080,37,71,46,66,61,56
3212,0080,38,49,61,63,69,58
3213,0080,39,61,53,67,61,58
3214,0080,40,63,41,67,65,64
3215,0080,41,68,49,51,72,60
3216,0080,42,68,45,67,56,64
3217,0080,43,64,26,71,91,48
3218,0080,44,57,28,80,68,67
3219,0080,45,18,16,18,22,28
3220,0081,0,56,42,62,74,66
3221,0081,1,69,36,64,65,66
3222,0081,2,56,46,64,58,76
3223,0081,3,65,60,58,58,59
3224,0081,4,66,47,55,59,73
3225,0081,5,57,62,59,59,63
3226,0081,6,68,66,52,52,62
3227,0081,7,54,48,73,57,68
